"Geslacht";"Positie in de werkkring";"Persoonskenmerken";"Thuiswerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2021";"       9"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2022";"       8"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2023";"      11"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2021";"      10"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2022";"      14"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2023";"      13"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Totaal";"2021";"       9"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Totaal";"2022";"       6"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Totaal";"2023";"       7"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2021";"       6"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2022";"       3"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2023";"       3"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2021";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2022";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2023";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2021";"       4"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2022";"       2"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2023";"       3"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2021";"       3"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2022";"       3"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2023";"       3"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Totaal";"2021";"       2"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Totaal";"2022";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Totaal";"2023";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2021";"       2"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2022";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2023";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Meestal thuiswerken";"2021";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Meestal thuiswerken";"2022";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Meestal thuiswerken";"2023";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Soms thuiswerken";"2021";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Soms thuiswerken";"2022";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Soms thuiswerken";"2023";"       1"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Niet thuiswerken";"2021";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Niet thuiswerken";"2022";"       0"
"Totaal mannen en vrouwen";"Zelfstandige met personeel (zmp)";"13 Beroepsklasse overig";"Niet thuiswerken";"2023";"       0"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Totaal";"2021";"    1078"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Totaal";"2022";"    1176"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Totaal";"2023";"    1230"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Meestal of soms thuiswerken";"2021";"     843"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Meestal of soms thuiswerken";"2022";"     908"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Meestal of soms thuiswerken";"2023";"     927"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Meestal thuiswerken";"2021";"     430"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Meestal thuiswerken";"2022";"     435"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Meestal thuiswerken";"2023";"     408"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Soms thuiswerken";"2021";"     413"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Soms thuiswerken";"2022";"     474"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Soms thuiswerken";"2023";"     519"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Niet thuiswerken";"2021";"     235"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Niet thuiswerken";"2022";"     267"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Totaal personen";"Niet thuiswerken";"2023";"     303"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Totaal";"2021";"      60"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Totaal";"2022";"      79"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Totaal";"2023";"      86"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2021";"      37"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2022";"      42"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2023";"      46"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2021";"      23"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2022";"      20"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2023";"      21"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2021";"      14"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2022";"      22"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2023";"      25"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2021";"      23"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2022";"      37"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2023";"      40"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Totaal";"2021";"     165"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Totaal";"2022";"     194"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Totaal";"2023";"     206"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2021";"     120"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2022";"     138"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2023";"     135"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2021";"      56"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2022";"      56"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2023";"      50"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2021";"      64"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2022";"      83"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2023";"      85"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2021";"      45"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2022";"      56"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2023";"      70"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Totaal";"2021";"     230"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Totaal";"2022";"     227"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Totaal";"2023";"     259"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2021";"     183"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2022";"     174"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2023";"     199"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2021";"      76"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2022";"      74"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2023";"      70"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2021";"     108"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2022";"     100"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2023";"     128"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2021";"      47"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2022";"      53"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2023";"      60"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Totaal";"2021";"     272"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Totaal";"2022";"     280"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Totaal";"2023";"     287"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2021";"     222"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2022";"     227"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2023";"     233"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2021";"     115"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2022";"     105"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2023";"     104"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2021";"     107"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2022";"     122"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2023";"     129"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2021";"      51"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2022";"      53"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2023";"      53"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Totaal";"2021";"     250"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Totaal";"2022";"     273"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Totaal";"2023";"     268"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2021";"     199"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2022";"     224"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2023";"     216"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2021";"     106"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2022";"     116"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2023";"     103"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2021";"      93"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2022";"     108"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2023";"     113"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2021";"      51"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2022";"      49"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2023";"      52"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Totaal";"2021";"     100"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Totaal";"2022";"     122"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Totaal";"2023";"     124"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2021";"      82"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2022";"     103"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2023";"      97"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2021";"      54"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2022";"      64"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2023";"      59"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2021";"      28"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2022";"      39"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2023";"      38"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2021";"      19"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2022";"      18"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2023";"      27"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Totaal";"2021";"     163"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Totaal";"2022";"     198"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Totaal";"2023";"     199"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2021";"      90"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2022";"     114"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2023";"     105"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2021";"      45"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2022";"      55"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2023";"      45"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2021";"      45"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2022";"      59"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2023";"      60"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2021";"      73"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2022";"      84"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2023";"      94"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2021";"     397"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2022";"     428"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2023";"     437"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2021";"     287"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2022";"     307"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2023";"     295"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2021";"     138"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2022";"     139"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2023";"     134"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2021";"     149"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2022";"     168"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2023";"     161"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2021";"     110"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2022";"     121"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2023";"     142"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Totaal";"2021";"     509"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Totaal";"2022";"     544"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Totaal";"2023";"     587"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2021";"     462"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2022";"     485"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2023";"     524"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2021";"     244"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2022";"     239"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2023";"     228"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2021";"     218"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2022";"     246"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2023";"     296"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2021";"      47"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2022";"      59"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2023";"      63"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2021";"      10"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2022";"       6"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2023";"       7"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2021";"       4"
"Totaal mannen en vrouwen";"Zelfstandige zonder personeel (zzp)";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2022";"       2"
