"Geslacht";"Thuiswerker";"Positie werkkring";"Persoonskenmerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Arbeidsduur: voltijd";"2020";"     840"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2013";"      91"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2014";"      77"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2015";"      81"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2016";"      80"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2017";"      73"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2018";"      71"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2019";"      82"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 1 laag";"2020";"      54"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2013";"     425"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2014";"     438"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2015";"     425"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2016";"     439"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2017";"     421"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2018";"     455"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2019";"     506"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2020";"     385"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2013";"     984"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2014";"     994"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2015";"    1024"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2016";"    1034"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2017";"    1095"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2018";"    1087"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2019";"    1154"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: 3 hoog";"2020";"     965"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2013";"       9"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2014";"       3"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2015";"       3"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2016";"       7"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2017";"       7"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2018";"       7"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2019";"       8"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2020";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2013";"      49"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2014";"      52"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2015";"      52"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2016";"      51"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2017";"      58"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2018";"      59"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2019";"      70"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 15 tot 25 jaar";"2020";"      58"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2013";"     785"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2014";"     771"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2015";"     790"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2016";"     791"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2017";"     814"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2018";"     851"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2019";"     880"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 45 jaar";"2020";"     678"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2013";"     339"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2014";"     360"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2015";"     378"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2016";"     374"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2017";"     392"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2018";"     413"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2019";"     441"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 25 tot 35 jaar";"2020";"     334"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2013";"     447"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2014";"     411"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2015";"     412"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2016";"     417"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2017";"     422"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2018";"     438"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2019";"     439"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 35 tot 45 jaar";"2020";"     344"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2013";"     416"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2014";"     419"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2015";"     421"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2016";"     436"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2017";"     431"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2018";"     407"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2019";"     449"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 55 jaar";"2020";"     371"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2013";"     675"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2014";"     688"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2015";"     691"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2016";"     718"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2017";"     724"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2018";"     710"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2019";"     800"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 45 tot 75 jaar";"2020";"     674"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2013";"     244"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2014";"     249"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2015";"     254"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2016";"     263"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2017";"     269"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2018";"     279"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2019";"     321"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 55 tot 65 jaar";"2020";"     273"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2013";"      15"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2014";"      21"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2015";"      16"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2016";"      19"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2017";"      24"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2018";"      23"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2019";"      31"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Leeftijd: 65 tot 75 jaar";"2020";"      29"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2013";"     222"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2014";"     233"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2015";"     222"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2016";"     243"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2017";"     239"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2018";"     242"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2019";"     286"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: alleenstaande";"2020";"     203"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2013";"     819"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2014";"     803"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2015";"     823"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2016";"     832"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2017";"     837"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2018";"     847"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2019";"     895"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder";"2020";"     739"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2013";"      55"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2014";"      52"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2015";"      50"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2016";"      57"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2017";"      57"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2018";"      62"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2019";"      65"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: ouder in éénouderhuishouden";"2020";"      54"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2013";"    1187"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2014";"    1182"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2015";"    1207"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2016";"    1205"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2017";"    1235"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2018";"    1247"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2019";"    1321"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar";"2020";"    1078"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2013";"     764"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2014";"     751"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2015";"     772"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2016";"     775"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2017";"     781"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2018";"     785"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2019";"     830"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar met kind";"2020";"     686"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2013";"     423"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2014";"     431"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2015";"     434"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2016";"     430"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2017";"     454"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2018";"     463"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2019";"     491"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: partner in paar, geen kind";"2020";"     392"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2013";"      30"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2014";"      29"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2015";"      33"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2016";"      35"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2017";"      36"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2018";"      37"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2019";"      47"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind";"2020";"      47"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2013";"      29"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2014";"      28"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2015";"      32"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2016";"      34"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2017";"      35"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2018";"      36"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2019";"      45"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind >= 18 jaar";"2020";"      46"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2013";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2014";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2015";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2016";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2017";"       0"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2018";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2019";"       2"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: kind < 18 jaar";"2020";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2013";"      15"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2014";"      16"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2015";"      20"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2016";"      21"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2017";"      30"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2018";"      32"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2019";"      32"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel geen vaste dag";"Totaal";"Positie: overig lid";"2020";"      28"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2013";"    5416"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2014";"    5325"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2015";"    5316"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2016";"    5381"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2017";"    5431"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2018";"    5521"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2019";"    5453"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Totaal personen";"2020";"    5278"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2013";"    2947"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2014";"    2878"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2015";"    2901"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2016";"    2930"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2017";"    2952"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2018";"    3041"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2019";"    3014"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: deeltijd";"2020";"    2983"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2013";"     824"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2014";"     824"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2015";"     815"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2016";"     801"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2017";"     800"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2018";"     800"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2019";"     775"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2020";"     805"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2013";"    1374"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2014";"    1346"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2015";"    1357"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2016";"    1354"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2017";"    1330"
"Totaal mannen en vrouwen";"Geen thuiswerker";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2018";"    1338"
