Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;Ritten per persoon per dag (gemiddeld) (aantal);Afgelegde afstand per rit (gemiddeld) (km);Reisduur per rit (Minuten)
Totaal mannen en vrouwen;18 tot 25 jaar;Auto (passagier);Overige reismotieven;Waarde;2023*;    0.04;   17.98;   25.26
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;1999*;    0.21;   48.06;   47.42
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2003*;    0.21;   46.93;   47.10
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2007*;    0.23;   45.81;   46.90
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2011*;    0.24;   45.95;   47.32
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2015*;    0.25;   45.88;   47.28
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2019*;    0.25;   45.74;   47.13
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2020*;    0.13;   45.04;   47.17
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2021*;    0.14;   44.29;   47.34
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2022*;    0.18;   44.79;   47.68
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Totaal;Waarde;2023*;    0.21;   45.16;   48.03
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;1999*;    0.05;   39.13;   39.85
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2003*;    0.05;   38.67;   39.79
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2007*;    0.05;   37.91;   39.69
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2011*;    0.05;   37.93;   40.09
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2019*;    0.05;   37.45;   40.37
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2020*;    0.02;   35.66;   38.97
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2021*;    0.02;   34.75;   38.21
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2022*;    0.03;   36.96;   40.53
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Van en naar het werk;Waarde;2023*;    0.04;   38.30;   41.64
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;1999*;    0.01;   45.06;   45.19
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2022*;    0.01;   41.59;   45.04
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Winkelen, boodschappen doen;Waarde;2023*;    0.01;   42.54;   46.16
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;    0.08;   38.81;   40.22
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;    0.08;   39.03;   40.82
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;    0.10;   39.18;   41.48
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;    0.10;   39.65;   42.25
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;    0.11;   39.93;   42.30
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;    0.11;   40.17;   42.23
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;    0.05;   37.96;   41.11
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;    0.06;   36.04;   39.82
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;    0.08;   37.76;   41.54
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;    0.09;   38.80;   42.74
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;1999*;    0.04;   62.96;   63.04
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2003*;    0.04;   61.95;   62.04
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2007*;    0.04;   60.68;   61.24
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2011*;    0.05;   60.53;   60.81
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2015*;    0.06;   59.79;   59.84
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2019*;    0.06;   59.36;   59.35
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2020*;    0.03;   59.54;   60.74
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2021*;    0.04;   58.98;   62.04
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2022*;    0.05;   57.91;   60.05
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Vrije tijd;Waarde;2023*;    0.06;   56.93;   58.66
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;1999*;    0.03;   69.22;   59.55
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2019*;    0.02;   62.28;   58.75
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2020*;    0.01;   57.37;   55.03
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2021*;    0.01;   55.61;   54.34
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2022*;    0.01;   57.17;   56.04
Totaal mannen en vrouwen;18 tot 25 jaar;Trein;Overige reismotieven;Waarde;2023*;    0.02;   57.58;   56.84
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;1999*;    0.43;   12.80;   26.85
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2003*;    0.40;   12.18;   26.69
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2007*;    0.40;   10.83;   26.56
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2011*;    0.40;   10.28;   26.42
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2015*;    0.39;    9.80;   26.14
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2019*;    0.38;    9.10;   25.69
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2020*;    0.20;    8.67;   25.53
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2021*;    0.22;    9.16;   27.59
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2022*;    0.28;    9.17;   27.18
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Totaal;Waarde;2023*;    0.31;    8.92;   26.81
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;1999*;    0.10;   12.55;   25.79
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2003*;    0.10;   11.55;   25.49
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2007*;    0.09;   10.35;   25.47
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2011*;    0.09;    9.75;   25.27
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2015*;    0.08;    9.12;   24.93
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2019*;    0.08;    8.45;   24.59
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2020*;    0.04;    7.88;   24.00
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2021*;    0.04;    8.56;   25.53
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2022*;    0.05;    8.72;   25.89
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Van en naar het werk;Waarde;2023*;    0.06;    8.59;   25.87
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;1999*;    0.04;    9.68;   24.43
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2003*;    0.04;    9.14;   24.13
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2019*;    0.03;    6.93;   23.26
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2020*;    0.02;    6.17;   21.84
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2021*;    0.02;    6.90;   23.89
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2022*;    0.02;    7.13;   24.01
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Winkelen, boodschappen doen;Waarde;2023*;    0.02;    6.96;   24.16
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;    0.17;   13.43;   26.21
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;    0.16;   13.14;   26.48
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;    0.17;   11.73;   26.57
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;    0.17;   10.96;   26.54
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;    0.18;   10.58;   26.37
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;    0.17;    9.73;   25.83
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;    0.08;    9.66;   25.71
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;    0.09;    9.59;   26.99
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;    0.12;    9.70;   27.20
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;    0.13;    9.34;   27.09
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;1999*;    0.08;   12.75;   30.47
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2003*;    0.08;   12.32;   29.88
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2007*;    0.07;   10.63;   29.31
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2011*;    0.08;   10.69;   28.89
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2015*;    0.08;    9.95;   28.14
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2019*;    0.08;    9.20;   27.47
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2020*;    0.04;    8.84;   28.51
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2021*;    0.05;    9.69;   31.69
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2022*;    0.07;    9.44;   29.54
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Vrije tijd;Waarde;2023*;    0.07;    9.24;   28.28
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;1999*;    0.04;   14.15;   27.16
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2019*;    0.02;    8.56;   24.83
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2020*;    0.02;    7.47;   23.81
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2021*;    0.02;    8.71;   25.81
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2022*;    0.02;    8.34;   25.52
Totaal mannen en vrouwen;18 tot 25 jaar;Bus/tram/metro;Overige reismotieven;Waarde;2023*;    0.02;    8.11;   25.18
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;1999*;    0.96;    2.98;   17.57
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2003*;    0.95;    3.01;   17.45
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2007*;    0.92;    3.08;   17.46
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2011*;    0.93;    3.11;   17.42
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2015*;    0.93;    3.14;   17.50
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2019*;    0.91;    3.18;   17.51
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2020*;    0.68;    3.31;   19.00
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2021*;    0.69;    3.34;   19.51
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2022*;    0.82;    3.24;   18.50
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Totaal;Waarde;2023*;    0.83;    3.20;   18.10
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;1999*;    0.24;    3.15;   16.30
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2003*;    0.23;    3.15;   16.11
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2007*;    0.23;    3.21;   16.38
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2011*;    0.23;    3.24;   16.31
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2015*;    0.22;    3.29;   16.29
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2019*;    0.22;    3.33;   16.34
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2020*;    0.16;    3.32;   16.38
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2021*;    0.16;    3.36;   16.65
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2022*;    0.18;    3.42;   16.83
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Van en naar het werk;Waarde;2023*;    0.19;    3.44;   16.83
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;1999*;    0.16;    1.73;   11.68
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2003*;    0.15;    1.77;   11.54
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2007*;    0.14;    1.82;   11.46
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2011*;    0.13;    1.87;   11.52
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2015*;    0.13;    1.89;   11.40
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2019*;    0.11;    1.93;   11.38
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2020*;    0.12;    1.84;   11.08
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2021*;    0.11;    1.86;   11.41
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2022*;    0.12;    1.91;   11.36
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Winkelen, boodschappen doen;Waarde;2023*;    0.12;    1.94;   11.50
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;    0.12;    2.96;   15.86
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;    0.13;    3.01;   15.71
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;    0.15;    3.08;   15.69
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;    0.18;    3.12;   15.79
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;    0.19;    3.17;   16.01
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;    0.20;    3.23;   16.21
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;    0.10;    3.38;   17.06
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;    0.10;    3.34;   17.06
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;    0.14;    3.33;   17.09
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;    0.15;    3.33;   17.11
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;1999*;    0.32;    3.63;   22.81
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2003*;    0.32;    3.63;   22.56
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2007*;    0.31;    3.65;   22.38
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2011*;    0.31;    3.63;   22.32
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2015*;    0.33;    3.61;   22.04
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2019*;    0.32;    3.59;   21.83
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2020*;    0.25;    4.10;   26.01
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2021*;    0.26;    4.12;   26.63
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2022*;    0.31;    3.76;   23.75
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Vrije tijd;Waarde;2023*;    0.31;    3.58;   22.47
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;1999*;    0.12;    2.69;   15.98
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2003*;    0.11;    2.63;   15.62
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2011*;    0.09;    2.70;   15.14
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2019*;    0.06;    2.67;   14.97
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2020*;    0.06;    2.71;   15.32
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2021*;    0.06;    2.72;   15.58
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2022*;    0.07;    2.66;   15.18
Totaal mannen en vrouwen;18 tot 25 jaar;Fiets;Overige reismotieven;Waarde;2023*;    0.06;    2.66;   14.99
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;1999*;    0.76;    1.18;   16.74
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2003*;    0.73;    1.17;   16.49
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2007*;    0.76;    1.20;   16.19
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2011*;    0.77;    1.13;   15.12
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2015*;    0.76;    1.14;   15.59
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2019*;    0.74;    1.12;   15.15
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2020*;    0.63;    1.46;   20.36
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2021*;    0.72;    1.57;   22.26
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2022*;    0.77;    1.32;   19.19
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Totaal;Waarde;2023*;    0.79;    1.24;   18.19
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;1999*;    0.11;    0.78;    9.73
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2003*;    0.11;    0.76;    9.58
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2007*;    0.12;    0.78;    9.69
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2011*;    0.13;    0.73;    8.91
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2015*;    0.12;    0.70;    8.69
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2019*;    0.12;    0.71;    9.06
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2020*;    0.07;    0.68;    8.79
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2021*;    0.07;    0.73;    9.44
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2022*;    0.09;    0.72;    9.57
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Van en naar het werk;Waarde;2023*;    0.10;    0.73;    9.94
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;1999*;    0.15;    0.79;   11.17
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2003*;    0.14;    0.77;   10.81
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2007*;    0.14;    0.76;   10.49
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2011*;    0.14;    0.75;   10.03
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2015*;    0.13;    0.73;   10.50
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2019*;    0.13;    0.69;    9.84
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2020*;    0.14;    0.68;    9.32
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2021*;    0.16;    0.71;    9.91
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2022*;    0.16;    0.70;    9.84
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2023*;    0.15;    0.69;   10.14
Totaal mannen en vrouwen;18 tot 25 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;    0.12;    0.78;    9.99
